WONO,SQKNO,WLSSQI,SEQNO,EDATE,APYM,EMPNO,EMPDP,RETAIL,COST,TYPE,HOURS,WARRCD,LPCODT,LSPRTT,LNCHGT,TAXCD,LAREA,RCDCD,LDATE,LTIME,WLSTAT,WLJBNO,WLIVNO,WLENUS,WLBTNO
ZKR4A,1,6412597,32644515,20180211,201802,FENSG,58,99,26.21,0,1,,,,,N,0,,20180211,191000,,,,FENSG,
ZKR4A,1,6412597,32644516,20180211,201802,FENSG,58,99,26.21,0,2.7,,,,,N,0,,20180211,191001,,,,FENSG,
ZKR4A,1,6412597,32644524,20180211,201802,SMITA,58,99,26.21,0,2,,,,,N,0,,20180211,192146,,,,SMITA,
ZKR4A,1,6412597,32646423,20180212,201802,FAUVT,54,99,33.19,0,0.4,,,,,N,0,,20180212,112227,,,,FAUVT,
ZKR4A,1,6412597,32646424,20180212,201802,FAUVT,54,99,33.19,0,0.2,,,,,N,0,,20180212,112228,,,,FAUVT,
ZKR4A,1,6412597,32649697,20180212,201802,THOOM,58,99,26.21,0,1,,,,,N,0,,20180212,162633,,,,HOCHB,
ZKR4A,1,6412597,32650765,20180212,201802,EPPEW,58,99,26.21,0,2,,,,,N,0,,20180212,224158,,,,DANLN,
ZKR4A,1,6412597,32651284,20180202,201802,TROWJ,58,99,26.15,0,3,,,,,N,0,,20180213,60231,,,,LANGM,
ZKR4A,1,6412597,32651838,20180121,201801,SMITA,58,0,26.3,0,-10,,,,,N,0,T,20180213,75512,,,,SMITA,
ZKR4A,1,6412597,32651840,20180121,201801,SMITA,58,99,26.3,0,6,,,,,N,0,,20180213,75512,,,,SMITA,
ZKR4A,1,6412597,32653272,20180213,201802,PATOD,54,99,33.19,0,0.1,,,,,N,0,,20180213,121444,,,,PATOD,
ZKR4A,1,6412597,32654213,20180213,201802,DANLN,58,99,26.21,0,2.5,,,,,N,0,,20180213,140944,,,,DANLN,
ZKR4A,1,6412597,32655448,20180213,201802,STRUJ,58,0,26.21,0,7.5,,,,,N,0,T,20180213,152648,,,,STRUJ,
ZKR4A,1,6412597,32656937,20180213,201802,DANLN,58,0,26.21,0,3,,,,,N,0,T,20180213,175411,,,,STRUJ,
ZKR4A,1,6412597,32657221,20180213,201802,FENSG,58,99,26.21,1,2.5,,,,,N,0,,20180213,191847,,,,FENSG,
ZKR4A,1,6412597,32657288,20180213,201802,EPPEW,58,99,26.21,0,2,,,,,N,0,,20180213,195632,,,,DANLN,
ZKR4A,1,6412597,32662550,20180214,201802,THOOM,58,99,26.21,0,1.3,,,,,N,0,,20180214,155037,,,,SERVICE,
ZKR4A,1,6412597,32662942,20180213,201802,DANLN,58,0,26.21,0,-3,,,,,N,0,T,20180214,162012,,,,STRUJ,
ZKR4A,1,6412597,32662950,20180123,201801,WITTY,58,0,26.15,0,-8,,,,,N,0,T,20180214,162058,,,,SERVICE,
ZKR4A,1,6412597,32662952,20180123,201801,WITTY,58,99,26.15,0,2,,,,,N,0,,20180214,162058,,,,SERVICE,
ZKR4A,1,6412597,32662974,20180124,201801,WITTY,58,0,26.15,0,-2,,,,,Y,0,T,20180214,162154,,,,STRUJ,
ZKR4A,1,6412597,32662976,20180124,201801,WITTY,58,0,26.15,0,-2,,,,,Y,0,T,20180214,162154,,,,STRUJ,
ZKR4A,1,6412597,32663114,20180214,201802,SHERJ,58,99,26.21,1,1,,,,,N,0,,20180214,163621,,,,SERVICE,
ZKR4A,1,6412597,32663115,20180214,201802,SHERJ,58,99,26.21,0,4,,,,,N,0,,20180214,163622,,,,SERVICE,
ZKR4A,1,6412597,32663344,20180214,201802,DANLN,58,99,26.21,0,7,,,,,N,0,,20180214,171338,,,,STRUJ,
ZKR4A,1,6412597,32663898,20180214,201802,EPPEW,58,99,26.21,0,9.4,,,,,N,0,,20180214,223023,,,,DANLN,
ZKR4A,1,6412597,32663899,20180214,201802,EPPEW,58,99,26.21,1,2,,,,,N,0,,20180214,223024,,,,DANLN,
ZKR4A,1,6412597,32664627,20180214,201802,WITTY,58,99,26.21,0,2.5,,,,,N,0,,20180215,62936,,,,STRUJ,
ZKR4A,1,6412597,32664925,20180215,201802,SHERJ,58,99,26.21,1,1,,,,,N,0,,20180215,73911,,,,DANLN,
ZKR4A,1,6412597,32664926,20180215,201802,SHERJ,58,99,26.21,0,0.5,,,,,N,0,,20180215,73912,,,,DANLN,
ZKR4A,1,6412597,32668413,20180215,201802,WITTY,58,99,26.21,0,4,,,,,N,0,,20180215,151713,,,,DANLN,
ZKR4A,1,6412597,32668547,20180215,201802,WITTY,58,99,26.21,1,1,,,,,N,0,,20180215,152459,,,,DANLN,
ZKR4A,1,6412597,32669575,20180215,201802,SHERJ,58,99,26.21,0,3.5,,,,,N,0,,20180215,163303,,,,DANLN,
ZKR4A,1,6412597,32669576,20180215,201802,SHERJ,58,99,26.21,1,1,,,,,N,0,,20180215,163304,,,,DANLN,
ZKR4A,1,6412597,32670679,20180215,201802,DANLN,58,99,26.21,0,10,,,,,N,0,,20180215,215515,,,,STRUJ,
ZKR4A,1,6412597,32670680,20180215,201802,DANLN,58,99,26.21,1,1.3,,,,,N,0,,20180215,215626,,,,STRUJ,
ZKR4A,1,6412597,32670834,20180215,201802,DANLN,58,99,26.21,1,0.7,,,,,N,0,,20180215,224340,,,,STRUJ,
ZKR4A,1,6412597,32670835,20180215,201802,EPPEW,58,99,26.21,0,10,,,,,N,0,,20180215,224354,,,,DANLN,
ZKR4A,1,6412597,32670836,20180215,201802,EPPEW,58,0,26.21,1,2,,,,,N,0,T,20180215,224355,,,,DANLN,
ZKR4A,1,6412597,32671853,20180215,201802,EPPEW,58,0,26.21,1,-2,,,,,N,0,T,20180216,74014,,,,DANLN,
ZKR4A,1,6412597,32671855,20180215,201802,EPPEW,58,0,26.21,1,1.8,,,,,N,0,T,20180216,74014,,,,DANLN,
ZKR4A,1,6412597,32671856,20180215,201802,EPPEW,58,0,26.21,1,-1.8,,,,,N,0,T,20180216,74037,,,,DANLN,
ZKR4A,1,6412597,32671858,20180215,201802,EPPEW,58,99,26.21,1,1.6,,,,,N,0,,20180216,74037,,,,DANLN,
ZKR4A,1,6412597,32672117,20180213,201802,STRUJ,58,0,26.21,0,-7.5,,,,,N,0,T,20180216,81312,,,,STRUJ,
ZKR4A,1,6412597,32672119,20180213,201802,STRUJ,58,0,26.21,0,6.5,,,,,N,0,T,20180216,81312,,,,STRUJ,
ZKR4A,1,6412597,32672130,20180213,201802,STRUJ,58,0,26.21,0,-6.5,,,,,N,0,T,20180216,81406,,,,STRUJ,
ZKR4A,1,6412597,32672132,20180213,201802,STRUJ,58,0,26.21,0,5.5,,,,,N,0,T,20180216,81406,,,,STRUJ,
ZKR4A,1,6412597,32672141,20180213,201802,STRUJ,58,0,26.21,0,-5.5,,,,,N,0,T,20180216,81429,,,,STRUJ,
ZKR4A,1,6412597,32672143,20180213,201802,STRUJ,58,0,26.21,0,4,,,,,N,0,T,20180216,81429,,,,STRUJ,
ZKR4A,1,6412597,32672148,20180213,201802,STRUJ,58,0,26.21,0,-4,,,,,N,0,T,20180216,81449,,,,STRUJ,
ZKR4A,1,6412597,32672150,20180213,201802,STRUJ,58,0,26.21,0,3.5,,,,,N,0,T,20180216,81449,,,,STRUJ,
ZKR4A,1,6412597,32672159,20180213,201802,STRUJ,58,0,26.21,0,-3.5,,,,,N,0,T,20180216,81549,,,,STRUJ,
ZKR4A,1,6412597,32672161,20180213,201802,STRUJ,58,99,26.21,0,3,,,,,N,0,,20180216,81549,,,,STRUJ,
ZKR4A,1,6412597,32673502,20180216,201802,DANLN,58,99,26.21,1,2,,,,,N,0,,20180216,111540,,,,THOOM,
ZKR4A,1,6412597,32673703,20180216,201802,EPPEW,58,99,26.21,1,5,,,,,N,0,,20180216,114311,,,,THOOM,
ZKR4A,1,6412597,32676595,20180216,201802,STRUJ,58,99,26.21,1,0.5,,,,,N,0,,20180216,152055,,,,STRUJ,
ZKR4A,1,6412597,32676639,20180216,201802,WITTY,58,99,26.21,0,8,,,,,N,0,,20180216,152329,,,,THOOM,
ZKR4A,1,6412597,32677110,20180216,201802,HEJON,58,99,26.21,0,3,,,,,N,0,,20180216,154019,,,,SERVICE,
ZKR4A,1,6412597,32677665,20180216,201802,THOOM,58,99,26.21,1,1.8,,,,,N,0,,20180216,161533,,,,THOOM,
ZKR4A,1,6412597,32679552,20180217,201802,LARKC,58,99,26.21,0,2,,,,,N,0,,20180217,125825,,,,LARKC,
ZKR4A,1,6412597,32679582,20180217,201802,WIGAB,58,99,26.21,0,1,,,,,N,0,,20180217,131419,,,,LARKC,
ZKR4A,1,6412597,32682228,20180216,201802,SMITA,58,99,26.21,0,0.5,,,,,N,0,,20180218,202223,,,,SMITA,
ZKR4A,1,6412597,32686462,20180219,201802,STRUJ,58,0,26.21,0,4.8,,,,,N,0,T,20180219,152345,,,,STRUJ,
ZKR4A,1,6412597,32686502,20180219,201802,STRUJ,58,0,26.21,0,-4.8,,,,,N,0,T,20180219,152523,,,,STRUJ,
ZKR4A,1,6412597,32686504,20180219,201802,STRUJ,58,99,26.21,0,3.8,,,,,N,0,,20180219,152523,,,,STRUJ,
ZKR4A,1,6412597,32690819,20180220,201802,DANLN,58,99,26.21,0,2,,,,,N,0,,20180220,124704,,,,STRUJ,
ZKR4A,1,6412597,32692358,20180219,201802,HEJON,58,99,26.21,0,7,,,,,N,0,,20180220,150729,,,,THOOM,
ZKR4A,1,6412597,32692370,20180219,201802,HEJON,58,99,26.21,1,0.2,,,,,N,0,,20180220,150804,,,,THOOM,
ZKR4A,1,6412597,32692382,20180220,201802,HEJON,58,99,26.21,0,7.4,,,,,N,0,,20180220,150858,,,,THOOM,
ZKR4A,1,6412597,32692713,20180219,201802,WITTY,58,99,26.21,0,8,,,,,N,0,,20180220,152738,,,,SERVICE,
ZKR4A,1,6412597,32692714,20180220,201802,WITTY,58,99,26.21,0,8,,,,,N,0,,20180220,152747,,,,SERVICE,
ZKR4A,1,6412597,32692759,20180220,201802,STRUJ,58,99,26.21,0,3.5,,,,,N,0,,20180220,153003,,,,STRUJ,
ZKR4A,1,6412597,32695417,20180220,201802,THOOM,58,99,26.21,0,0.3,,,,,N,0,,20180221,63021,,,,THOOM,
ZKR4A,1,6412597,32695418,20180220,201802,THOOM,58,99,26.21,1,0.5,,,,,N,0,,20180221,63022,,,,THOOM,
ZKR4A,1,6412597,32696021,20180220,201802,EPPEW,58,0,26.21,0,-5,,,,,N,0,T,20180221,83648,,,,STRUJ,
ZKR4A,1,6412597,32699539,20180221,201802,SHERJ,58,99,26.21,0,6,,,,,N,0,,20180221,153120,,,,HOCHB,
ZKR4A,1,6412597,32700146,20180221,201802,STRUJ,58,0,26.21,0,3,,,,,N,0,T,20180221,160444,,,,STRUJ,
ZKR4A,1,6412597,32700147,20180221,201802,STRUJ,58,99,26.21,1,0.5,,,,,N,0,,20180221,160445,,,,STRUJ,
ZKR4A,1,6412597,32701541,20180221,201802,DANLN,58,99,26.21,0,0.7,,,,,N,0,,20180221,222413,,,,THOOM,
ZKR4A,1,6412597,32701639,20180221,201802,EPPEW,58,99,26.21,0,1,,,,,Y,0,,20180221,225041,,,,STRUJ,
ZKR4A,1,6412597,32701642,20180221,201802,EPPEW,58,99,26.21,0,7,,,,,N,0,,20180221,225042,,,,STRUJ,
ZKR4A,1,6412597,32702954,20180221,201802,THOOM,58,99,26.21,1,0.7,,,,,N,0,,20180222,82051,,,,THOOM,
ZKR4A,1,6412597,32704245,20180222,201802,QUICC,54,99,33.22,0,0.1,,,,,N,0,,20180222,123400,,,,QUICC,
ZKR4A,1,6412597,32706925,20180222,201802,STRUJ,58,0,26.11,0,3,,,,,N,0,T,20180222,160312,,,,STRUJ,
ZKR4A,1,6412597,32706926,20180222,201802,STRUJ,58,99,26.11,1,1.3,,,,,N,0,,20180222,160313,,,,STRUJ,
ZKR4A,1,6412597,32707137,20180222,201802,THOOM,58,99,26.11,0,1,,,,,N,0,,20180222,161859,,,,SERVICE,
ZKR4A,1,6412597,32707143,20180222,201802,THOOM,58,99,26.11,0,1.8,,,,,N,0,,20180222,161900,,,,SERVICE,
ZKR4A,1,6412597,32708117,20180222,201802,SWANM,58,99,26.11,0,0.3,,,,,N,0,,20180222,203759,,,,STRUJ,
ZKR4A,1,6412597,32708170,20180222,201802,DANLN,58,99,26.11,0,3,,,,,N,0,,20180222,211112,,,,STRUJ,
ZKR4A,1,6412597,32708379,20180222,201802,DANLN,58,99,26.11,0,1.5,,,,,N,0,,20180222,223941,,,,STRUJ,
ZKR4A,1,6412597,32708406,20180222,201802,EPPEW,58,99,26.11,0,5,,,,,N,0,,20180222,224346,,,,SERVICE,
ZKR4A,1,6412597,32709170,20180221,201802,WITTY,58,99,26.11,0,8,,,,,N,0,,20180223,63643,,,,THOOM,
ZKR4A,1,6412597,32709171,20180221,201802,WITTY,58,99,26.11,1,1,,,,,N,0,,20180223,63644,,,,THOOM,
ZKR4A,1,6412597,32709437,20180222,201802,STRUJ,58,0,26.11,0,-3,,,,,N,0,T,20180223,73221,,,,STRUJ,
ZKR4A,1,6412597,32709439,20180222,201802,STRUJ,58,99,26.11,0,1.5,,,,,N,0,,20180223,73221,,,,STRUJ,
ZKR4A,1,6412597,32709442,20180221,201802,STRUJ,58,0,26.21,0,-3,,,,,N,0,T,20180223,73244,,,,STRUJ,
ZKR4A,1,6412597,32709444,20180221,201802,STRUJ,58,99,26.21,0,1,,,,,N,0,,20180223,73244,,,,STRUJ,
ZKR4A,1,6412597,32709450,20180222,201802,STRUJ,58,99,26.11,0,2,,,,,N,0,,20180223,73403,,,,STRUJ,
ZKR4A,1,6412597,32710591,20180222,201802,WITTY,58,99,26.11,0,2,,,,,N,0,,20180223,105120,,,,SERVICE,
ZKR4A,1,6412597,32710592,20180222,201802,WITTY,58,99,26.11,1,1,,,,,N,0,,20180223,105121,,,,SERVICE,
ZKR4A,1,6412597,32710719,20180219,201802,BEREJ,58,99,26.11,0,0.5,,,,,N,0,,20180223,111635,,,,BEREJ,
ZKR4A,1,6412597,32710737,20180220,201802,BEREJ,58,99,26.11,0,1,,,,,N,0,,20180223,112044,,,,BEREJ,
ZKR4A,1,6412597,32711647,20180223,201802,QUICC,54,99,33.22,0,0.1,,,,,N,0,,20180223,132805,,,,QUICC,
ZKR4A,1,6412597,32711683,20180223,201802,QUICC,54,99,33.22,0,0.1,,,,,N,0,,20180223,133108,,,,QUICC,
ZKR4A,1,6412597,32711818,20180223,201802,QUICC,54,99,33.22,0,0.1,,,,,N,0,,20180223,134053,,,,,
ZKR4A,1,6412597,32712139,20180223,201802,LIESM,71,99,27.03,0,3.5,,,,,N,0,,20180223,140341,,,,SERVICE,
ZKR4A,1,6412597,32714541,20180223,201802,STRUJ,58,99,26.11,0,2,,,,,N,0,,20180223,161601,,,,STRUJ,
ZKR4A,1,6412597,32714542,20180223,201802,STRUJ,58,99,26.11,1,0.7,,,,,N,0,,20180223,161602,,,,STRUJ,
ZKR4A,1,6412597,32715508,20180223,201802,PERRE,58,99,26.11,0,2,,,,,N,0,,20180223,195127,,,,SERVICE,
ZKR4A,1,6412597,32715540,20180223,201802,NAHOA,54,99,33.22,0,2.3,,,,,N,0,,20180223,200538,,,,NAHOA,
ZKR4A,1,6412597,32715894,20180224,201802,GESCS,54,99,33.22,1,0.2,,,,,N,0,,20180224,80515,,,,GESCS,
ZKR4A,1,6412597,32716491,20180224,201802,NAHOA,54,99,33.22,0,0.2,,,,,N,0,,20180224,150907,,,,,
ZKR4A,1,6412597,32716745,20180224,201802,SHERJ,58,99,26.11,1,7,,,,,N,0,,20180224,163603,,,,SERVICE,
ZKR4A,1,6412597,32716761,20180224,201802,NAHOA,54,99,33.22,0,0.2,,,,,N,0,,20180224,164122,,,,,
ZKR4A,1,6412597,32716779,20180224,201802,STRUJ,58,99,26.11,1,3.3,,,,,N,0,,20180224,170158,,,,STRUJ,
ZKR4A,1,6412597,32716867,20180224,201802,PERRE,58,99,26.11,0,9.5,,,,,N,0,,20180224,174054,,,,PERRE,
ZKR4A,1,6412597,32716871,20180224,201802,PERRE,58,99,26.11,0,-4.5,,,,,N,0,,20180224,174251,,,,PERRE,
ZKR4A,1,6412597,32716971,20180224,201802,KENWB,58,99,26.11,0,6.5,,,,,N,0,,20180224,191854,,,,SERVICE,
ZKR4A,1,6412597,32716979,20180223,201802,KENWB,58,99,26.11,0,3.8,,,,,N,0,,20180224,192430,,,,SERVICE,
ZKR4A,1,6412597,32716987,20180224,201802,MCCAD,54,99,33.22,0,0.5,,,,,N,0,,20180224,192926,,,,MCCAD,
ZKR4A,1,6412597,32717788,20180225,201802,STRUJ,58,99,26.11,2,6.5,,,,,N,0,,20180225,154051,,,,STRUJ,
ZKR4A,1,6412597,32718135,20180225,201802,NAHOA,54,99,33.22,0,1.5,,,,,N,0,,20180225,191128,,,,NAHOA,
ZKR4A,1,6412597,32718136,20180225,201802,MCCAD,54,99,33.22,0,0.4,,,,,N,0,,20180225,191206,,,,MCCAD,
ZKR4A,1,6412597,32718204,20180225,201802,PERRE,58,99,26.11,0,0.5,,,,,N,0,,20180225,195325,,,,SERVICE,
ZKR4A,1,6412597,32718882,20180226,201802,FAUVT,54,99,33.22,1,0.2,,,,,N,0,,20180226,73959,,,,FAUVT,
ZKR4A,1,6412597,32719356,20180226,201802,FAUVT,54,99,33.22,0,0.5,,,,,N,0,,20180226,90030,,,,FAUVT,
ZKR4A,1,6412597,32722811,20180226,201802,THOOM,58,99,26.11,0,2.2,,,,,N,0,,20180226,151205,,,,HEJON,
ZKR4A,1,6412597,32726620,20180226,201802,WITTY,58,99,26.11,0,3,,,,,N,0,,20180227,92624,,,,STRUJ,
ZKR4A,1,6412598,32716351,20180224,201802,NAHOA,54,99,33.22,0,0.2,,,,,N,0,,20180224,141206,,,,NAHOA,
ZKR4A,1,6412598,32716463,20180224,201802,GESCS,54,99,33.22,1,0.1,,,,,N,0,,20180224,150750,,,,GESCS,
ZKR4A,1,6412599,32537343,20180123,201801,CAHAW,58,0,26.3,0,1.5,,,,,N,0,T,20180123,84114,,,,SERVICE,
ZKR4A,1,6412599,32537512,20180123,201801,DAHLT,58,0,26.3,0,3.5,,,,,N,0,T,20180123,91347,,,,DAHLT,
ZKR4A,1,6412599,32540509,20180123,201801,VAREJ,58,0,26.15,0,2,,,,,N,0,T,20180123,152738,,,,VAREJ,
ZKR4A,1,6412599,32543552,20180123,201801,KUNCF,58,99,26.15,0,7.7,,,,,N,0,,20180124,12917,,,,VAREJ,
ZKR4A,1,6412599,32543553,20180123,201801,KUNCF,58,99,26.15,1,1,,,,,N,0,,20180124,12918,,,,VAREJ,
ZKR4A,1,6412599,32543554,20180123,201801,CALWJ,58,99,26.15,0,9.2,,,,,N,0,,20180124,12929,,,,SERVICE,
ZKR4A,1,6412599,32543556,20180124,201801,SCDOB,58,99,26.15,0,10,,,,,N,0,,20180124,12950,,,,VAREJ,
ZKR4A,1,6412599,32543557,20180123,201801,FRANJ,58,99,26.15,0,10,,,,,N,0,,20180124,13046,,,,VAREJ,
ZKR4A,1,6412599,32543623,20180123,201801,ROTHD,72,99,26.95,0,0.5,,,,,N,0,,20180124,33025,,,,ROTHD,
ZKR4A,1,6412599,32550350,20180124,201801,CALWJ,58,99,26.15,0,10,,,,,N,0,,20180125,12414,,,,SERVICE,
ZKR4A,1,6412599,32550351,20180124,201801,KUNCF,58,99,26.15,0,10,,,,,N,0,,20180125,12435,,,,VAREJ,
ZKR4A,1,6412599,32550352,20180124,201801,KUNCF,58,99,26.15,1,0.5,,,,,N,0,,20180125,12436,,,,VAREJ,
ZKR4A,1,6412599,32550356,20180125,201801,SCDOB,58,99,26.15,0,10,,,,,N,0,,20180125,12750,,,,VAREJ,
ZKR4A,1,6412599,32550358,20180124,201801,FRANJ,58,99,26.15,0,10,,,,,Y,0,,20180125,12840,,,,VAREJ,
ZKR4A,1,6412599,32556670,20180125,201801,SCDOB,58,99,26.15,0,5,,,,,N,0,,20180125,201815,,,,SERVICE,
ZKR4A,1,6412599,32556678,20180125,201801,SCDOB,58,99,26.15,0,-10,,,,,N,0,,20180125,202332,,,,KUNCF,
ZKR4A,1,6412599,32556680,20180123,201801,SCDOB,58,99,26.15,0,10,,,,,N,0,,20180125,202415,,,,KUNCF,
ZKR4A,1,6412599,32557400,20180125,201801,KUNCF,58,99,26.15,0,5.5,,,,,N,0,,20180126,12428,,,,KUNCF,
ZKR4A,1,6412599,32579398,20180130,201801,OSANM,58,99,26.15,0,3,,,,,N,0,,20180130,154446,,,,SERVICE,
ZKR4A,1,6412599,32579459,20180130,201801,PATGO,58,0,26.15,0,1,,,,,N,0,T,20180130,154900,,,,PATGO,
ZKR4A,1,6412599,32586376,20180131,201801,OSANM,58,99,26.15,0,1,,,,,N,0,,20180131,153436,,,,SERVICE,
ZKR4A,1,6412599,32589340,20180131,201802,PATGO,58,0,26.15,0,1,,,,,N,0,T,20180201,65807,,,,PATGO,
ZKR4A,1,6412599,32615390,20180205,201802,PATGO,58,0,26.15,0,1.5,,,,,N,0,T,20180206,84520,,,,PATGO,
ZKR4A,1,6412599,32622160,20180206,201802,PATGO,58,0,26.15,0,2,,,,,N,0,T,20180207,84628,,,,PATGO,
ZKR4A,1,6412599,32625701,20180207,201802,FRANJ,58,99,26.15,0,0.3,,,,,N,0,,20180207,153645,,,,SERVICE,
ZKR4A,1,6412599,32627133,20180207,201802,FRANJ,58,99,26.15,0,0.3,,,,,N,0,,20180207,191021,,,,SERVICE,
ZKR4A,1,6412599,32634683,20180208,201802,CALWJ,58,99,26.21,0,3.5,,,,,N,0,,20180209,2546,,,,SERVICE,
ZKR4A,1,6412599,32634814,20180208,201802,KUNCF,58,99,26.21,0,1.5,,,,,N,0,,20180209,12304,,,,VAREJ,
ZKR4A,1,6412599,32634815,20180208,201802,KUNCF,58,99,26.21,1,0.5,,,,,N,0,,20180209,12305,,,,VAREJ,
ZKR4A,1,6412599,32634820,20180208,201802,FILIN,58,99,26.21,0,10,,,,,N,0,,20180209,12817,,,,SERVICE,
ZKR4A,1,6412599,32634821,20180208,201802,SCDOB,58,99,26.21,0,10,,,,,N,0,,20180209,12842,,,,SERVICE,
ZKR4A,1,6412599,32634822,20180209,201802,FRANJ,58,99,26.21,0,10,,,,,Y,0,,20180209,12952,,,,SERVICE,
ZKR4A,1,6412599,32634823,20180209,201802,FRANJ,58,99,26.21,0,-10,,,,,N,0,,20180209,13049,,,,SERVICE,
ZKR4A,1,6412599,32634824,20180208,201802,FRANJ,58,99,26.21,0,10,,,,,Y,0,,20180209,13125,,,,SERVICE,
ZKR4A,1,6412599,32651091,20180213,201802,CALWJ,58,99,26.21,0,9.5,,,,,N,0,,20180213,12446,,,,SERVICE,
ZKR4A,1,6412599,32651096,20180212,201802,CALWJ,58,99,26.21,0,-9.5,,,,,N,0,,20180213,12517,,,,SERVICE,
ZKR4A,1,6412599,32651097,20180212,201802,CALWJ,58,99,26.21,0,9.5,,,,,N,0,,20180213,12518,,,,SERVICE,
ZKR4A,1,6412599,32651100,20180212,201802,SCDOB,58,99,26.21,0,10,,,,,N,0,,20180213,12931,,,,KUNCF,
ZKR4A,1,6412599,32651103,20180212,201802,KUNCF,58,99,26.21,0,8,,,,,N,0,,20180213,13127,,,,KUNCF,
ZKR4A,1,6412599,32651104,20180212,201802,KUNCF,58,99,26.21,1,0.5,,,,,N,0,,20180213,13128,,,,KUNCF,
ZKR4A,1,6412599,32651466,20180131,201802,PATGO,58,0,26.15,0,-1,,,,,N,0,T,20180213,64813,,,,PATGO,
ZKR4A,1,6412599,32651468,20180130,201801,PATGO,58,0,26.15,0,-1,,,,,N,0,T,20180213,64813,,,,PATGO,
ZKR4A,1,6412599,32651471,20180206,201802,PATGO,58,0,26.15,0,-2,,,,,N,0,T,20180213,64828,,,,PATGO,
ZKR4A,1,6412599,32651482,20180130,201801,PATGO,58,99,26.15,0,1,,,,,N,0,,20180213,65001,,,,PATGO,
ZKR4A,1,6412599,32651484,20180131,201802,PATGO,58,99,26.15,0,1,,,,,N,0,,20180213,65001,,,,PATGO,
ZKR4A,1,6412599,32651488,20180205,201802,PATGO,58,0,26.15,0,-1.5,,,,,N,0,T,20180213,65041,,,,PATGO,
ZKR4A,1,6412599,32657933,20180214,201802,KUNCF,58,99,26.21,0,2,,,,,N,0,,20180214,11215,,,,KUNCF,
ZKR4A,1,6412599,32657934,20180214,201802,KUNCF,58,99,26.21,0,-2,,,,,N,0,,20180214,11236,,,,KUNCF,
ZKR4A,1,6412599,32657935,20180213,201802,KUNCF,58,99,26.21,0,2,,,,,N,0,,20180214,11258,,,,KUNCF,
ZKR4A,1,6412599,32657947,20180213,201802,CALWJ,58,99,26.21,0,-9.5,,,,,N,0,,20180214,11916,,,,SERVICE,
ZKR4A,1,6412599,32657951,20180212,201802,CALWJ,58,99,26.21,0,9.5,,,,,N,0,,20180214,12011,,,,SERVICE,
ZKR4A,1,6412599,32657954,20180214,201802,SCDOB,58,99,26.21,0,1,,,,,N,0,,20180214,12050,,,,SERVICE,
ZKR4A,1,6412599,32664281,20180213,201802,SCDOB,58,99,26.21,0,1,,,,,N,0,,20180215,12742,,,,SERVICE,
ZKR4A,1,6412599,32671184,20180215,201802,SCDOB,58,99,26.21,0,6,,,,,N,0,,20180216,11815,,,,VAREJ,
ZKR4A,1,6412599,32671198,20180215,201802,FRANJ,58,99,26.21,0,6,,,,,Y,0,,20180216,12643,,,,SERVICE,
ZKR4A,1,6412599,32687215,20180123,201801,VAREJ,58,0,26.15,0,-2,,,,,N,0,T,20180219,162145,,,,VAREJ,
ZKR4A,1,6412599,32687217,20180123,201801,DAHLT,58,0,26.3,0,-3.5,,,,,N,0,T,20180219,162145,,,,DAHLT,
ZKR4A,1,6412599,32687219,20180123,201801,CAHAW,58,0,26.3,0,-1.5,,,,,N,0,T,20180219,162145,,,,SERVICE,
ZKR4A,1,6412599,32695063,20180220,201802,KUNCF,58,99,26.21,0,0.6,,,,,N,0,,20180221,11847,,,,KUNCF,
ZKR4A,1,6412599,32695064,20180220,201802,KUNCF,58,99,26.21,1,0.5,,,,,N,0,,20180221,11848,,,,KUNCF,
ZKR4A,1,6412599,32695068,20180220,201802,FILIN,58,99,26.21,0,2,,,,,N,0,,20180221,11957,,,,SERVICE,
ZKR4A,1,6412599,32695071,20180220,201802,FRANJ,58,99,26.21,0,2.5,,,,,Y,0,,20180221,12133,,,,SERVICE,
ZKR4A,1,6412599,32701821,20180221,201802,CALWJ,58,99,26.21,0,1.5,,,,,N,0,,20180221,235039,,,,SERVICE,
ZKR4A,1,6412599,32701969,20180221,201802,CALWJ,58,99,26.21,0,-1,,,,,N,0,,20180222,5825,,,,SERVICE,
ZKR4A,1,6412599,32702018,20180221,201802,SCDOB,58,99,26.21,0,0.5,,,,,N,0,,20180222,11017,,,,SERVICE,
ZKR4A,1,6412599,32702036,20180221,201802,FILIN,58,99,26.21,0,8,,,,,N,0,,20180222,12003,,,,SERVICE,
ZKR4A,1,6412599,32702068,20180221,201802,FRANJ,58,99,26.21,0,7,,,,,N,0,,20180222,13014,,,,SERVICE,
ZKR4A,1,6412599,32702069,20180221,201802,FRANJ,58,99,26.21,0,1,,,,,N,0,,20180222,13030,,,,SERVICE,
ZKR4A,1,6412599,32702072,20180221,201802,FRANJ,58,99,26.21,0,1,,,,,N,0,,20180222,13338,,,,ROTHD,
ZKR4A,1,6412599,32702086,20180221,201802,ROTHD,72,99,26.97,0,1,,,,,N,0,,20180222,13529,,,,ROTHD,
ZKR4A,1,6412599,32708685,20180222,201802,ROTHD,72,99,26.9,0,1.5,,,,,N,0,,20180223,45,,,,ROTHD,
