WONO,SQKNO,WLSSQI,SEQNO,EDATE,APYM,EMPNO,EMPDP,RETAIL,COST,TYPE,HOURS,TAXCD,LAREA,RCDCD,LDATE,LTIME,WLENUS
Y8ANA,1,5335057,28499768,20151007,201510,REDJA,71,105,24.81,1,2,N,0,,20151007,161734,SERVICE
Y8ANA,1,5335057,28500175,20151007,201510,CARRC,71,105,24.81,0,12,N,0,,20151007,172727,SERVICE
Y8ANA,1,5335057,28501122,20151007,201510,LEEBX,71,105,24.81,0,6,N,0,,20151008,5252,SERVICE
Y8ANA,1,5335057,28504849,20151008,201510,ADENB,71,105,24.81,0,8,N,0,,20151008,151033,SERVICE
Y8ANA,1,5335057,28504850,20151008,201510,ADENB,71,105,24.81,1,2,N,0,,20151008,151034,SERVICE
Y8ANA,1,5335057,28504910,20151008,201510,FEHLA,71,105,24.81,0,8,N,0,,20151008,151428,SERVICE
Y8ANA,1,5335057,28504911,20151008,201510,FEHLA,71,105,24.81,1,1.5,N,0,,20151008,151429,SERVICE
Y8ANA,1,5335057,28504985,20151008,201510,REDJA,71,105,24.81,0,4,N,0,,20151008,152028,SERVICE
Y8ANA,1,5335057,28504986,20151008,201510,REDJA,71,105,24.81,1,1,N,0,,20151008,152029,SERVICE
Y8ANA,1,5335057,28506178,20151008,201510,CARRC,71,105,24.81,0,10,N,0,,20151008,172546,SERVICE
Y8ANA,1,5335057,28506732,20151008,201510,BOYEG,54,105,31.15,0,2,N,0,,20151008,220038,
Y8ANA,1,5335057,28507236,20151008,201510,LEEBX,71,105,24.81,0,4.5,N,0,,20151009,5424,SERVICE
Y8ANA,1,5335057,28507351,20151009,201510,LUEDR,71,105,24.81,0,6,N,0,,20151009,42912,SERVICE
Y8ANA,1,5335057,28510205,20151009,201510,BULLC,71,105,24.81,0,3,N,0,,20151009,141830,SERVICE
Y8ANA,1,5335057,28510219,20151008,201510,BULLC,71,105,24.81,0,8,N,0,,20151009,141931,SERVICE
Y8ANA,1,5335057,28510220,20151008,201510,BULLC,71,105,24.81,1,2,N,0,,20151009,141932,SERVICE
Y8ANA,1,5335057,28511154,20151009,201510,ADENB,71,105,24.81,0,8,N,0,,20151009,151320,SERVICE
Y8ANA,1,5335057,28511155,20151009,201510,ADENB,71,105,24.81,1,2,N,0,,20151009,151321,SERVICE
Y8ANA,1,5335057,28511313,20151009,201510,FEHLA,71,105,24.81,0,4.5,N,0,,20151009,152242,SERVICE
Y8ANA,1,5335057,28511418,20151009,201510,LEEBX,71,105,24.81,0,1,N,0,,20151009,152708,SERVICE
Y8ANA,1,5335057,28512395,20151009,201510,CARRC,71,105,24.81,0,10,N,0,,20151009,170809,SERVICE
Y8ANA,1,5335057,28513366,20151010,201510,ADENB,71,105,24.81,1,5,N,0,,20151010,94836,SERVICE
Y8ANA,1,5335057,28513367,20151010,201510,FEHLA,71,105,24.81,1,4,N,0,,20151010,94844,SERVICE
Y8ANA,1,5335057,28514075,20151010,201510,CARRC,71,105,24.81,0,5,N,0,,20151010,171643,SERVICE
Y8ANA,1,5335057,28515015,20151011,201510,CARRC,71,105,24.81,0,7,N,0,,20151011,164326,SERVICE
Y8ANA,1,5335057,28515217,20151011,201510,BUNCT,71,105,24.81,0,6.5,N,0,,20151011,181035,BUNCT
Y8ANA,1,5335057,28515248,20151011,201510,CASBC,71,105,24.81,0,6,N,0,,20151011,182914,SERVICE
Y8ANA,1,5335057,28517048,20151012,201510,BUNCT,71,105,24.81,0,8,N,0,,20151012,124046,BUNCT
Y8ANA,1,5335057,28518504,20151012,201510,ADENB,71,105,24.81,0,8,N,0,,20151012,151630,SERVICE
Y8ANA,1,5335057,28518505,20151012,201510,ADENB,71,105,24.81,1,2,N,0,,20151012,151631,SERVICE
Y8ANA,1,5335057,28518529,20151012,201510,FEHLA,71,105,24.81,0,6.2,N,0,,20151012,151741,SERVICE
Y8ANA,1,5335057,28523630,20151013,201510,ADENB,71,105,24.81,0,8,N,0,,20151013,151447,RECKT
Y8ANA,1,5335057,28523631,20151013,201510,ADENB,71,105,24.81,1,2,N,0,,20151013,151448,RECKT
Y8ANA,1,5335057,28523636,20151013,201510,FEHLA,71,105,24.81,0,8,N,0,,20151013,151500,RECKT
Y8ANA,1,5335057,28523637,20151013,201510,FEHLA,71,105,24.81,1,0.5,N,0,,20151013,151501,RECKT
Y8ANA,1,5335057,28524552,20151013,201510,CARRC,71,105,24.81,0,11.2,N,0,,20151013,162714,SERVICE
Y8ANA,1,5335057,28525704,20151014,201510,LUEDR,71,105,24.81,0,1.5,N,0,,20151013,232730,SERVICE
Y8ANA,1,5335057,28525956,20151013,201510,BAKET,71,105,24.81,1,2.5,N,0,,20151014,4752,BLASD
Y8ANA,1,5335057,28525971,20151013,201510,LEEBX,71,0,24.81,0,3,N,0,T,20151014,5224,BLASD
Y8ANA,1,5335057,28526027,20151013,201510,QUICR,71,105,24.81,0,2.5,N,0,,20151014,13631,SERVICE
Y8ANA,1,5335057,28526048,20151013,201510,PHILR,71,105,24.81,0,0.5,N,0,,20151014,21112,SERVICE
Y8ANA,1,5335057,28526061,20151013,201510,KINGX,71,105,24.81,0,2.5,N,0,,20151014,23018,SERVICE
Y8ANA,1,5335057,28526507,20151014,201510,LOYRO,54,105,31.15,0,0.3,N,0,,20151014,71351,LOYRO
Y8ANA,1,5335057,28527115,20151006,201510,LEEBX,71,0,24.81,0,-7.5,N,0,T,20151014,90040,SERVICE
Y8ANA,1,5335057,28527413,20151013,201510,LEEBX,71,0,24.81,0,-3,N,0,T,20151014,95847,BLASD
Y8ANA,1,5335057,28529909,20151014,201510,ADENB,71,105,24.81,0,4,N,0,,20151014,152219,SERVICE
Y8ANA,1,5335057,28535752,20151015,201510,PETBA,71,105,24.81,0,4,N,0,,20151015,151323,SERVICE
Y8ANA,1,5335057,28535753,20151015,201510,PETBA,71,105,24.81,1,2,N,0,,20151015,151324,SERVICE
Y8ANA,1,5335057,28535876,20151012,201510,LYONN,71,105,24.81,0,2,N,0,,20151015,151814,
Y8ANA,1,5335057,28535877,20151013,201510,LYONN,71,105,24.81,0,2,N,0,,20151015,151827,
Y8ANA,1,5335057,28535880,20151014,201510,LYONN,71,105,24.81,0,2,N,0,,20151015,151839,
Y8ANA,1,5335057,28540419,20151016,201510,PETBA,71,105,24.81,0,6.5,N,0,,20151016,114604,SERVICE
Y8ANA,1,5335057,28544676,20151016,201510,BUNCT,71,105,24.81,0,8,N,0,,20151016,181656,BUNCT
Y8ANA,1,5335057,28546123,20151017,201510,CARRC,71,105,24.81,0,4,N,0,,20151017,164843,SERVICE
Y8ANA,1,5335057,28546246,20151017,201510,BUNCT,71,105,24.81,0,3,N,0,,20151017,182538,BUNCT
Y8ANA,1,5335057,28547316,20151018,201510,BUNCT,71,105,24.81,0,7,N,0,,20151018,180448,BUNCT
Y8ANA,1,5335057,28556543,20151020,201510,FEHLA,71,105,24.85,1,0.5,N,0,,20151020,145508,SERVICE
Y8ANA,1,5335057,28556544,20151020,201510,FEHLA,71,105,24.85,0,0.5,N,0,,20151020,145509,SERVICE
Y8ANA,1,5335057,28557023,20151020,201510,LYONN,71,105,24.85,0,2,N,0,,20151020,152809,
Y8ANA,1,5335057,28557036,20151019,201510,LYONN,71,105,24.85,0,2,N,0,,20151020,152824,
Y8ANA,1,5335057,28560213,20151021,201510,FEHLA,71,105,24.85,0,4,N,0,,20151021,102135,SERVICE
Y8ANA,1,5335057,28568407,20151022,201510,CARRC,71,105,24.85,0,8,N,0,,20151022,152447,SERVICE
Y8ANA,1,5335057,28572933,20151023,201510,LYONN,71,105,24.85,0,2,N,0,,20151023,131215,
Y8ANA,1,5335057,28577687,20151024,201510,BUNCT,71,105,24.85,0,0.5,N,0,,20151024,182659,BUNCT
Y8ANA,1,5335057,28582702,20151026,201510,FEHLA,71,105,24.85,0,1.5,N,0,,20151026,152643,SERVICE
Y8ANA,1,5335057,28586608,20151027,201510,FEHLA,71,105,24.85,0,6,N,0,,20151027,122426,SERVICE
Y8ANA,1,5335057,28588304,20151027,201510,FEHLA,71,105,24.85,0,2.5,N,0,,20151027,145525,SERVICE
Y8ANA,1,5335057,28588479,20151027,201510,BULLC,71,105,24.85,0,8,N,0,,20151027,151102,SERVICE
Y8ANA,1,5335057,28590663,20151027,201510,HARMJ,71,105,24.85,0,1,N,0,,20151027,235927,SERVICE
Y8ANA,1,5335057,28592289,20151028,201510,FEHLA,71,105,24.85,0,5,N,0,,20151028,110127,SERVICE
Y8ANA,1,5335057,28605876,20151030,201510,CARRC,71,105,24.85,0,10,N,0,,20151030,133705,SERVICE
Y8ANA,1,5335058,27695527,20150421,201504,FIXCA,107,105,29.35,0,2,N,0,,20150421,191439,FIXCA
Y8ANA,1,5335059,27724486,20150428,201504,RYANZ,58,105,24.34,0,4.5,N,0,,20150428,103134,SERVICE
Y8ANA,1,5335059,27753592,20150504,201505,HURDA,58,105,24.34,0,1.5,N,0,,20150504,101552,SERVICE
Y8ANA,1,5335060,27715069,20150425,201504,AKSAA,107,105,30.42,0,3,N,0,,20150425,132919,AKSAA
Y8ANA,1,5335060,27753992,20150504,201505,BOWEX,54,105,30.64,0,0.1,N,0,,20150504,113509,BOWEX
Y8ANA,1,5335060,27791370,20150512,201505,HANSW,54,105,30.83,0,0.2,N,0,,20150512,71947,
Y8ANA,1,5335061,27688493,20150420,201504,YOUBR,107,105,29.35,0,0.5,N,0,,20150420,153149,YOUBR
Y8ANA,1,5335061,27700176,20150422,201504,YOUBR,107,105,30.42,0,2,N,0,,20150422,153309,YOUBR
Y8ANA,1,5335061,27720181,20150427,201504,FIXCA,107,105,30.42,0,0.5,N,0,,20150427,143049,FIXCA
Y8ANA,1,5335062,27688494,20150420,201504,YOUBR,107,105,29.35,0,2,N,0,,20150420,153150,YOUBR
Y8ANA,1,5335062,27697792,20150420,201504,YOUBR,107,105,29.35,0,1.5,N,0,,20150422,110357,YOUBR
Y8ANA,1,5335062,27700101,20150422,201504,YOUBR,107,105,30.42,0,1.5,N,0,,20150422,153001,YOUBR
Y8ANA,1,5335063,27720170,20150427,201504,FIXCA,107,105,30.42,0,2,N,0,,20150427,143007,FIXCA
Y8ANA,1,5335064,27720171,20150427,201504,FIXCA,107,105,30.42,0,2,N,0,,20150427,143008,FIXCA
Y8ANA,1,5335065,27729070,20150428,201504,JAMER,58,105,24.34,0,10,N,0,,20150428,225728,BRYAZ
Y8ANA,1,5335065,27729086,20150428,201504,THOMD,58,0,24.34,0,2,N,0,T,20150428,230119,SERVICE
Y8ANA,1,5335065,27733641,20150429,201504,HURDA,58,0,24.34,0,1,N,0,T,20150429,153137,HURDA
Y8ANA,1,5335065,27735236,20150429,201504,JAMER,58,0,24.34,0,10,N,0,T,20150429,224827,SERVICE
Y8ANA,1,5335065,27735265,20150429,201504,THOMD,58,105,24.34,0,7,N,0,,20150429,230051,SERVICE
Y8ANA,1,5335065,27740562,20150430,201504,HURDA,58,105,24.34,0,1.5,N,0,,20150430,153705,HURDA
Y8ANA,1,5335065,27742024,20150430,201504,JAMER,58,105,24.34,0,10,N,0,,20150430,222243,SERVICE
Y8ANA,1,5335065,27742152,20150430,201504,THOMD,58,105,24.34,0,10,N,0,,20150430,230056,SERVICE
Y8ANA,1,5335065,27744193,20150428,201505,HURDA,58,105,24.34,0,1,N,0,,20150501,104827,HURDA
Y8ANA,1,5335065,27748845,20150501,201505,THOMD,58,105,24.34,0,5,N,0,,20150501,175908,SERVICE
Y8ANA,1,5335065,27762334,20150505,201505,HURDA,58,105,24.42,0,3,N,0,,20150505,160900,HURDA
Y8ANA,1,5335065,27763393,20150505,201505,JAMER,58,105,24.42,0,10,N,0,,20150505,225202,SERVICE
Y8ANA,1,5335065,27770496,20150506,201505,JAMER,58,105,24.42,0,10,N,0,,20150506,224509,SERVICE
Y8ANA,1,5335065,27776622,20150507,201505,THOMD,58,105,24.42,0,0.5,N,0,,20150507,224308,SERVICE
Y8ANA,1,5335065,27778828,20150507,201505,HURDA,58,105,24.42,0,1,N,0,,20150508,113857,HURDA
Y8ANA,1,5335065,27779095,20150507,201505,JAMER,58,0,24.42,0,10,N,0,T,20150508,122923,SERVICE
Y8ANA,1,5335065,27782721,20150508,201505,JAMER,58,105,24.42,0,5.5,N,0,,20150508,182517,SERVICE
Y8ANA,1,5335065,27796610,20150512,201505,JAMER,58,105,24.42,0,4,N,0,,20150512,225758,LEPHU
Y8ANA,1,5335065,28004977,20150429,201504,JAMER,58,0,24.34,0,-10,N,0,T,20150625,144355,SERVICE
Y8ANA,1,5335065,28004985,20150429,201504,HURDA,58,0,24.34,0,-1,N,0,T,20150625,144420,HURDA
Y8ANA,1,5335065,28004987,20150428,201504,THOMD,58,0,24.34,0,-2,N,0,T,20150625,144420,SERVICE
Y8ANA,1,5335065,28025783,20150507,201505,JAMER,58,0,24.42,0,-10,N,0,T,20150630,120737,SERVICE
Y8ANA,1,5335065,28026582,20150507,201505,JAMER,58,105,24.42,0,10,N,0,,20150630,131801,SERVICE
Y8ANA,1,5335065,28026586,20150619,201506,HURDA,58,105,24.56,0,1,N,0,,20150630,131822,SERVICE
Y8ANA,1,5335065,28027410,20150630,201506,HURDA,58,105,24.76,0,2.5,N,0,,20150630,143100,HURDA
Y8ANA,1,5335065,28030096,20150630,201506,JAMER,58,105,24.76,0,7,N,0,,20150630,223408,SERVICE
Y8ANA,1,5335065,28082030,20150710,201507,JAMER,58,105,24.76,0,4.6,N,0,,20150710,225310,SERVICE
Y8ANA,1,5335065,28084493,20150712,201507,RANGJ,58,105,24.76,0,0.5,N,0,,20150712,193102,
Y8ANA,1,5335065,28084504,20150712,201507,BEECM,58,105,24.76,0,3,N,0,,20150712,194027,SERVICE
Y8ANA,1,5335065,28086006,20150713,201507,LEPHU,58,105,24.76,0,4,N,0,,20150713,101818,LEPHU
Y8ANA,1,5335065,28281137,20150817,201508,HURDA,58,105,24.81,0,1,N,0,,20150821,153252,HURDA
Y8ANA,1,5335065,28511427,20151009,201510,HURDA,58,105,25.01,0,2,N,0,,20151009,152723,HURDA
Y8ANA,1,5335065,28552970,20151019,201510,DRAPS,54,105,31.15,0,0.2,N,0,,20151019,224838,DRAPS
Y8ANA,1,5335065,28557962,20151020,201510,OBRIT,54,105,30.94,0,0.3,N,0,,20151020,170321,
Y8ANA,1,5335065,28558065,20151020,201510,OBRIT,54,105,30.94,0,0.2,N,0,,20151020,173020,
Y8ANA,1,5335066,28208672,20150807,201508,HANSW,54,105,30.86,0,0.3,N,0,,20150807,84553,
Y8ANA,1,5335066,27660815,20150414,201504,KADAM,58,105,24.43,0,1,N,0,,20150414,155626,KADAM
Y8ANA,1,5335066,27698003,20150422,201504,SCHLS,58,105,24.43,0,1,N,0,,20150422,120224,SCHLS
Y8ANA,1,5335066,27703962,20150423,201504,SCHLS,58,105,24.34,0,10,N,0,,20150423,120516,SCHLS
Y8ANA,1,5335066,27708450,20150423,201504,LARKC,58,105,24.34,0,9,N,0,,20150424,61200,SERVICE
Y8ANA,1,5335066,27712089,20150424,201504,ORENT,58,105,24.34,0,8,Y,0,,20150424,145516,SERVICE
Y8ANA,1,5335066,27712090,20150424,201504,ORENT,58,105,24.34,1,1,N,0,,20150424,145517,SERVICE
Y8ANA,1,5335066,27712154,20150424,201504,LARKC,58,105,24.34,0,9,N,0,,20150424,145837,SERVICE
Y8ANA,1,5335066,27718512,20150427,201504,SCHLS,58,105,24.34,0,10,N,0,,20150427,114701,SCHLS
Y8ANA,1,5335066,27718882,20150427,201504,WILLB,58,105,24.34,0,4.5,N,0,,20150427,131404,SCHLS
Y8ANA,1,5335066,27718883,20150427,201504,WILLB,58,105,24.34,0,1.7,N,0,,20150427,131405,SCHLS
Y8ANA,1,5335066,27721027,20150427,201504,ORENT,58,105,24.34,0,8,Y,0,,20150427,152305,SCHLS
Y8ANA,1,5335066,27724581,20150428,201504,SCHLS,58,105,24.34,0,4,N,0,,20150428,105101,SCHLS
Y8ANA,1,5335066,27725395,20150428,201504,WILLB,58,105,24.34,0,4.8,N,0,,20150428,131632,SCHLS
Y8ANA,1,5335066,27727114,20150427,201504,LARKC,58,105,24.34,0,8,N,0,,20150428,152521,SCHLS
Y8ANA,1,5335066,27731138,20150429,201504,SCHLS,58,0,24.34,0,10,N,0,T,20150429,115638,SCHLS
Y8ANA,1,5335066,27731764,20150429,201504,WILLB,58,105,24.34,0,5.3,N,0,,20150429,132201,SCHLS
Y8ANA,1,5335066,27733357,20150429,201504,ORENT,58,105,24.34,1,1.7,Y,0,,20150429,151922,SCHLS
Y8ANA,1,5335066,27737427,20150430,201504,SCHLS,58,105,24.34,0,8.5,N,0,,20150430,101922,SCHLS
Y8ANA,1,5335066,27738269,20150430,201504,WILLB,58,105,24.34,0,5.4,N,0,,20150430,130309,SCHLS
Y8ANA,1,5335066,27739930,20150430,201504,ORENT,58,105,24.34,0,8,N,0,,20150430,150323,SCHLS
Y8ANA,1,5335066,27739931,20150430,201504,ORENT,58,105,24.34,1,1.3,N,0,,20150430,150324,SCHLS
Y8ANA,1,5335066,27745138,20150501,201505,ORENT,58,105,24.34,0,7.5,Y,0,,20150501,125809,SERVICE
Y8ANA,1,5335066,27753519,20150504,201505,SCHLS,58,105,24.34,0,9,N,0,,20150504,95800,SCHLS
Y8ANA,1,5335066,27754442,20150504,201505,WILLB,58,105,24.34,0,5,N,0,,20150504,132451,SCHLS
Y8ANA,1,5335066,27754841,20150504,201505,ORENT,58,105,24.34,0,2.8,N,0,,20150504,140718,SERVICE
Y8ANA,1,5335066,27757899,20150505,201505,WILLB,58,105,24.34,0,0.5,N,0,,20150505,43004,SERVICE
Y8ANA,1,5335066,27759479,20150505,201505,SCHLS,58,105,24.34,0,8,N,0,,20150505,115253,SCHLS
Y8ANA,1,5335066,27765991,20150506,201505,SCHLS,58,105,24.42,0,3.5,N,0,,20150506,112800,SCHLS
Y8ANA,1,5335066,27826950,20150519,201505,SCHLS,58,105,24.42,0,1,N,0,,20150519,121202,SCHLS
Y8ANA,1,5335066,27952197,20150615,201506,SCHLS,58,105,24.45,0,2,N,0,,20150615,102357,SCHLS
Y8ANA,1,5335066,27956151,20150616,201506,WILLB,58,105,24.45,0,2,N,0,,20150616,60329,SCHLS
Y8ANA,1,5335066,27996596,20150429,201504,SCHLS,58,0,24.34,0,-10,N,0,T,20150624,113805,SCHLS
Y8ANA,1,5335066,28003988,20150625,201506,GODIN,58,105,24.56,0,1.5,N,0,,20150625,132232,SCHLS
Y8ANA,1,5335066,28004459,20150625,201506,ORENT,58,105,24.56,0,2,N,0,,20150625,140922,SCHLS
Y8ANA,1,5335066,28010388,20150625,201506,ORENT,58,105,24.56,0,-2,N,0,,20150626,111329,SERVICE
Y8ANA,1,5335066,28021158,20150629,201506,MCCOS,58,105,24.76,0,6.5,Y,0,,20150629,142537,SERVICE
Y8ANA,1,5335066,28021804,20150629,201506,LARKC,58,105,24.76,0,2.5,N,0,,20150629,151229,SCHLS
Y8ANA,1,5335066,28026135,20150630,201506,LARKC,58,105,24.76,0,1,N,0,,20150630,121721,SCHNZ
Y8ANA,1,5335066,28058485,20150708,201507,BOWEX,54,105,30.78,0,0.1,N,0,,20150708,125221,BOWEX
Y8ANA,1,5335066,28058522,20150708,201507,BOWEX,54,105,30.78,0,0.3,N,0,,20150708,125746,BOWEX
Y8ANA,1,5335066,28077227,20150710,201507,DUNEC,54,105,30.78,0,0.2,N,0,,20150710,122123,DUNEC
Y8ANA,1,5335066,28077239,20150710,201507,DUNEC,54,105,30.78,0,0.3,N,0,,20150710,122316,
Y8ANA,1,5335066,28077240,20150710,201507,DUNEC,54,105,30.78,0,0.3,N,0,,20150710,122317,
Y8ANA,1,5335066,28124111,20150721,201507,HANSW,54,105,30.86,0,0.2,N,0,,20150721,122331,
Y8ANA,1,5335066,28539588,20151016,201510,SCHZA,58,105,25.01,1,0.5,N,0,,20151016,91716,SCHZA
Y8ANA,1,5335066,28583209,20151026,201510,HURDA,58,105,25.07,0,2.5,N,0,,20151026,155758,HURDA
Y8ANA,1,5335066,28583288,20151026,201510,SCHZA,58,105,25.07,0,0.5,N,0,,20151026,160454,SCHZA
Y8ANA,1,5335066,28589172,20151026,201510,GALDB,58,105,25.07,0,1.8,N,0,,20151027,155002,SERVICE
Y8ANA,1,5335067,27698002,20150422,201504,SCHLS,58,105,24.43,0,1,N,0,,20150422,120224,SCHLS
Y8ANA,1,5335067,27721048,20150427,201504,ORENT,58,105,24.34,1,1.6,Y,0,,20150427,152352,SCHLS
Y8ANA,1,5335067,27725394,20150428,201504,WILLB,58,105,24.34,0,1,N,0,,20150428,131631,SCHLS
Y8ANA,1,5335067,27726541,20150428,201504,ORENT,58,105,24.34,0,8,Y,0,,20150428,145413,SCHLS
Y8ANA,1,5335067,27726550,20150428,201504,ORENT,58,105,24.34,1,1.2,Y,0,,20150428,145457,SCHLS
Y8ANA,1,5335067,27731763,20150429,201504,WILLB,58,105,24.34,0,5.3,N,0,,20150429,132200,SCHLS
Y8ANA,1,5335067,27733350,20150429,201504,ORENT,58,105,24.34,0,7.5,Y,0,,20150429,151853,SCHLS
Y8ANA,1,5335067,27738270,20150430,201504,WILLB,58,105,24.34,0,5.3,N,0,,20150430,130310,SCHLS
Y8ANA,1,5335067,27753520,20150504,201505,SCHLS,58,105,24.34,0,1,N,0,,20150504,95801,SCHLS
Y8ANA,1,5335067,27765990,20150506,201505,SCHLS,58,105,24.42,0,1,N,0,,20150506,112800,SCHLS
Y8ANA,1,5335067,27826858,20150519,201505,WILLB,58,105,24.42,0,2,N,0,,20150519,114723,SCHLS
Y8ANA,1,5335067,27827135,20150519,201505,WILLB,58,105,24.42,0,1.3,N,0,,20150519,124935,SERVICE
Y8ANA,1,5335067,27831933,20150520,201505,WILLB,58,105,24.52,0,3.3,N,0,,20150520,82755,SERVICE
Y8ANA,1,5335067,27833908,20150520,201505,WILLB,58,105,24.52,0,1.3,N,0,,20150520,131904,SCHLS
Y8ANA,1,5335067,27834329,20150520,201505,ORENT,58,105,24.52,0,4,Y,0,,20150520,140847,SCHLS
Y8ANA,1,5335067,27840178,20150519,201505,WILLB,58,105,24.52,0,-2,N,0,,20150521,125911,SCHLS
Y8ANA,1,5335067,27840179,20150519,201505,WILLB,58,105,24.52,0,1.5,N,0,,20150521,125912,SCHLS
Y8ANA,1,5335067,27840180,20150519,201505,WILLB,58,105,24.52,1,0.5,N,0,,20150521,125913,SCHLS
Y8ANA,1,5335067,27840205,20150520,201505,WILLB,58,105,24.52,0,-1.3,N,0,,20150521,130227,SCHLS
Y8ANA,1,5335067,27840206,20150520,201505,WILLB,58,105,24.52,0,0.8,N,0,,20150521,130228,SCHLS
Y8ANA,1,5335067,27840207,20150520,201505,WILLB,58,105,24.52,1,0.5,N,0,,20150521,130229,SCHLS
Y8ANA,1,5335067,27881621,20150601,201506,SCHLS,58,105,24.52,0,4,N,0,,20150601,101209,SCHLS
Y8ANA,1,5335067,27922757,20150609,201506,SCHLS,58,105,24.45,0,2,N,0,,20150609,23825,SCHLS
Y8ANA,1,5335067,28058220,20150708,201507,SCHLS,58,105,24.76,0,1,N,0,,20150708,115642,SCHLS
Y8ANA,1,5335067,28580874,20151026,201510,WILLB,58,105,25.07,0,0.5,N,0,,20151026,120545,SCHLS
Y8ANA,1,5335068,27683121,20150418,201504,WEIGA,119,105,25.76,0,2.9,N,0,,20150419,2039,WEIGA
Y8ANA,1,5335068,27683472,20150418,201504,HALET,119,105,25.76,0,2.5,N,0,,20150419,110211,SERVICE
Y8ANA,1,5335068,27694123,20150421,201504,RABEJ,119,105,25.76,0,3,N,0,,20150421,152707,RABEJ
Y8ANA,1,5335068,27696268,20150421,201504,MATRS,119,105,25.76,0,1,N,0,,20150422,2257,FINDT
Y8ANA,1,5335068,27698265,20150422,201504,LARUE,72,105,23.89,0,1,N,0,,20150422,125013,SERVICE
Y8ANA,1,5335068,27700447,20150422,201504,BAXTD,119,105,25.8,0,1.2,N,0,,20150422,154710,SERVICE
Y8ANA,1,5335068,27700562,20150422,201504,CORBE,119,105,25.8,0,1.4,N,0,,20150422,155226,CORBE
Y8ANA,1,5335068,27731028,20150429,201504,RABEJ,119,105,25.8,0,2.5,N,0,,20150429,112051,RABEJ
Y8ANA,1,5335068,27739771,20150430,201504,RABEJ,119,105,25.8,0,3,N,0,,20150430,145152,RABEJ
Y8ANA,1,5335068,27757158,20150504,201505,JENKZ,119,105,25.8,0,3,N,0,,20150504,182917,SERVICE
Y8ANA,1,5335068,27757180,20150504,201505,NAJER,119,105,25.8,0,2,Y,0,,20150504,184149,SERVICE
Y8ANA,1,5335068,27757786,20150504,201505,JENKZ,119,105,25.8,0,1,N,0,,20150505,3949,SERVICE
Y8ANA,1,5335068,28435543,20150924,201509,RABEJ,119,105,26.31,0,2,N,0,,20150924,95317,RABEJ
Y8ANA,1,5335068,28443316,20150925,201509,RABEJ,119,105,26.31,0,2,N,0,,20150925,130730,RABEJ
Y8ANA,1,5335068,28450802,20150928,201509,RABEJ,119,105,26.31,0,0.5,N,0,,20150928,110226,RABEJ
Y8ANA,1,5335068,28527924,20151014,201510,RABEJ,119,105,26.36,0,1,N,0,,20151014,115324,RABEJ
Y8ANA,1,5335068,28529558,20151014,201510,RABEJ,119,105,26.36,0,2,N,0,,20151014,145221,RABEJ
Y8ANA,1,5335068,28539006,20151016,201510,RABEJ,119,105,26.36,0,0.5,N,0,,20151016,71546,RABEJ
Y8ANA,1,5335068,28587799,20151027,201510,RABEJ,119,105,26.43,0,0.5,N,0,,20151027,141810,RABEJ
Y8ANA,1,5335068,28598000,20151029,201510,RABEJ,119,105,26.43,0,2,N,0,,20151029,100018,RABEJ
Y8ANA,1,5335069,27952124,20150615,201506,BOWEX,54,105,30.85,0,0.1,N,0,,20150615,95820,BOWEX
Y8ANA,1,5335069,28051917,20150707,201507,HANSW,54,105,30.78,0,0.3,N,0,,20150707,121654,HANSW
Y8ANA,1,5335069,28124144,20150721,201507,HANSW,54,105,30.86,0,0.3,N,0,,20150721,122839,
Y8ANA,1,5335070,27696660,20150422,201504,SIDBR,58,105,24.43,0,0.7,N,0,,20150422,65845,SIDBR
Y8ANA,1,5335070,27706796,20150421,201504,HURDA,58,105,24.34,0,0.1,N,0,,20150423,161147,HURDA
Y8ANA,1,5335070,27973248,20150618,201506,SCHMY,58,0,24.56,0,2,N,0,T,20150618,162915,SCHMY
Y8ANA,1,5335070,28401408,20150618,201506,SCHMY,58,0,24.56,0,-2,N,0,T,20150917,120144,SCHMY
Y8ANA,1,5335071,27696659,20150422,201504,SIDBR,58,105,24.43,0,0.7,N,0,,20150422,65845,SIDBR
Y8ANA,1,5335071,27706797,20150421,201504,HURDA,58,105,24.34,0,0.1,N,0,,20150423,161147,HURDA
Y8ANA,1,5335072,27702561,20150423,201504,RHOAZ,58,105,24.34,0,8.5,N,0,,20150423,64201,SERVICE
Y8ANA,1,5335072,27780926,20150508,201505,DORWN,58,105,24.42,0,2.7,N,0,,20150508,150426,DORWN
Y8ANA,1,5335072,27836340,20150520,201505,HURDA,58,105,24.52,0,0.8,N,0,,20150520,163043,HURDA
Y8ANA,1,5335072,28106764,20150716,201507,HURDA,58,105,24.87,0,4,N,0,,20150716,153649,HURDA
Y8ANA,1,5335072,28106834,20150715,201507,HURDA,58,105,24.87,0,1.3,N,0,,20150716,153908,HURDA
Y8ANA,1,5335072,28106841,20150716,201507,HURDA,58,105,24.87,0,0.5,N,0,,20150716,153943,HURDA
Y8ANA,1,5335072,28220722,20150810,201508,CALWJ,58,105,24.71,0,1,Y,0,,20150810,151950,LEPHU
Y8ANA,1,5335072,28227817,20150811,201508,LUTHA,58,105,24.81,0,9,N,0,,20150811,160208,SERVICE
